color,num_voted_users,duration,gross,genres,Series_Title,num_critic_for_reviews,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,Released_Year,num_facebook_like,imdb_score,aspect_ratio
Color,25346,117.0,30199105.0, Action,The Art of War ,110.0,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,167.0,English,USA,"R
",40000000.0,2000.0,470.0,5.7,
Color,41685,135.0,29077547.0, Drama,Rent ,146.0,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,754.0,English,USA,"PG-13
",40000000.0,2005.0,3.0,7.0,
Color,12093,107.0,29374178.0, Crime,Bless the Child ,100.0,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,188.0,English,USA,"R
",40000000.0,2000.0,394.0,5.1,
Color,10446,90.0,28535768.0, Comedy,The Out-of-Towners ,62.0,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,105.0,English,USA,"PG-13
",40000000.0,1999.0,279.0,5.3,
Color,26051,96.0,27663982.0, Horror,The Island of Dr. Moreau ,70.0,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,164.0,English,USA,"PG-13
",40000000.0,1996.0,15.0,4.4,
Color,12856,104.0,27053815.0, Action,The Musketeer ,107.0,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,291.0,English,Germany,"PG-13
",40000000.0,2001.0,299.0,4.7,
Color,84357,115.0,26814957.0, Biography,The Other Boleyn Girl ,169.0,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,252.0,English,UK,"PG-13
",35000000.0,2008.0,51.0,6.7,
Color,70292,119.0,25178165.0, Drama,Sweet November ,94.0,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,274.0,English,USA,"PG-13
",40000000.0,2001.0,8.0,6.7,
Color,37412,99.0,25117498.0, Horror,The Reaping ,190.0,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,178.0,English,USA,"R
",40000000.0,2007.0,12.0,5.7,
Color,67797,112.0,32645.0, Crime,Mean Streets ,112.0,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,223.0,English,USA,"R
",500000.0,1973.0,29.0,7.4,
Color,13830,128.0,24332324.0, Comedy,Renaissance Man ,12.0,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61.0,English,USA,"PG-13
",40000000.0,1994.0,680.0,6.1,
Color,76498,108.0,36665854.0, Action,Colombiana ,201.0,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,203.0,English,France,"PG-13
",40000000.0,2011.0,15.0,6.4,
Color,11156,86.0,22717758.0, Animation,The Magic Sword: Quest for Camelot ,34.0,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,67.0,English,USA,"G
",40000000.0,1998.0,11.0,6.2,
Color,21319,108.0,22433915.0, Crime,City by the Sea ,104.0,http://www.imdb.com/title/tt0269095/?ref_=fn_tt_tt_1,166.0,English,USA,"R
",60000000.0,2002.0,416.0,6.2,
 Black and White,11232,128.0,22326247.0, Drama,At First Sight ,55.0,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,106.0,English,USA,"PG-13
",60000000.0,1999.0,11.0,5.9,
Color,23747,84.0,21176322.0, Action,Torque ,86.0,http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1,207.0,English,USA,"PG-13
",40000000.0,2004.0,16.0,4.0,
Color,16741,111.0,20300000.0, Drama,City Hall ,50.0,http://www.imdb.com/title/tt0115907/?ref_=fn_tt_tt_1,60.0,English,USA,"R
",40000000.0,1996.0,309.0,6.2,
Color,49874,128.0,20302961.0, Drama,Showgirls ,181.0,http://www.imdb.com/title/tt0114436/?ref_=fn_tt_tt_1,450.0,English,France,"NC-17
",45000000.0,1995.0,32.0,4.6,
Color,79892,123.0,15962471.0, Biography,Marie Antoinette ,260.0,http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619.0,English,USA,"PG-13
",40000000.0,2006.0,36.0,6.4,
Color,14226,101.0,14942422.0, Action,Kiss of Death ,40.0,http://www.imdb.com/title/tt0113552/?ref_=fn_tt_tt_1,60.0,English,USA,"R
",40000000.0,1995.0,555.0,5.9,
Color,27305,102.0,14967182.0, Action,Get Carter ,102.0,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,284.0,English,USA,"R
",40000000.0,2000.0,604.0,5.1,
Color,145270,114.0,18996755.0, Drama,The Impossible ,371.0,http://www.imdb.com/title/tt1649419/?ref_=fn_tt_tt_1,322.0,English,Spain,"PG-13
",45000000.0,2012.0,54.0,7.6,
Color,8692,107.0,14375181.0, Action,Ishtar ,49.0,http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1,126.0,English,USA,"PG-13
",51000000.0,1987.0,754.0,4.2,
Color,139114,87.0,20999103.0, Animation,Fantastic Mr. Fox ,335.0,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,245.0,English,USA,"PG
",40000000.0,2009.0,15.0,7.8,
Color,19364,103.0,14448589.0, Comedy,Life or Something Like It ,86.0,http://www.imdb.com/title/tt0282687/?ref_=fn_tt_tt_1,128.0,English,USA,"PG-13
",40000000.0,2002.0,835.0,5.8,
Color,17365,99.0,14358033.0, Comedy,Memoirs of an Invisible Man ,40.0,http://www.imdb.com/title/tt0104850/?ref_=fn_tt_tt_1,66.0,English,USA,"PG-13
",40000000.0,1992.0,630.0,5.9,
 Black and White,534262,122.0,33201661.0, Comedy,Amélie ,242.0,http://www.imdb.com/title/tt0211915/?ref_=fn_tt_tt_1,1314.0,French,France,"R
",77000000.0,2001.0,39.0,8.4,
Color,17722,91.0,14018364.0, Comedy,New York Minute ,70.0,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111.0,English,USA,"PG
",30000000.0,2004.0,849.0,4.8,
Color,43442,103.0,13395939.0, Comedy,Alfie ,135.0,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146.0,English,UK,"R
",60000000.0,2004.0,24.0,6.2,
Color,15231,107.0,20113965.0, Biography,Big Miracle ,125.0,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66.0,English,USA,"PG
",40000000.0,2012.0,59.0,6.5,
Color,10413,106.0,13376506.0, Drama,The Deep End of the Ocean ,54.0,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111.0,English,USA,"PG-13
",40000000.0,1999.0,579.0,6.3,
Color,17309,101.0,13208023.0, Crime,Feardotcom ,104.0,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388.0,English,UK,"R
",42000000.0,2002.0,612.0,3.3,
Color,35990,109.0,13838130.0, Action,Cirque du Freak: The Vampire's Assistant ,157.0,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157.0,English,USA,"PG-13
",40000000.0,2009.0,35.0,5.9,
Color,46205,89.0,9652000.0, Comedy,Duplex ,78.0,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147.0,English,USA,"PG-13
",40000000.0,2003.0,11.0,5.8,
Color,7794,100.0,12081447.0, Comedy,Soul Men ,88.0,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25.0,English,USA,"R
",,2008.0,866.0,6.5,
Color,2933,115.0,7000000.0, Action,Raise the Titanic ,32.0,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70.0,English,UK,"PG
",36000000.0,1980.0,328.0,4.7,
Color,24216,83.0,10431220.0, Action,Universal Soldier: The Return ,75.0,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162.0,English,USA,"R
",24000000.0,1999.0,401.0,4.1,
Color,121432,108.0,10326062.0, Action,Pandorum ,219.0,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310.0,English,Germany,"R
",33000000.0,2009.0,10.0,6.8,
Color,19986,95.0,6114237.0, Drama,Impostor ,83.0,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207.0,English,USA,"R
",40000000.0,2001.0,892.0,6.2,
Color,4821,93.0,4835968.0, Action,Extreme Ops ,53.0,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82.0,English,UK,"PG-13
",40000000.0,2002.0,158.0,4.5,
Color,15130,88.0,4777007.0, Comedy,Just Visiting ,61.0,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98.0,English,France,"PG-13
",40000000.0,2001.0,565.0,5.8,
Color,190132,107.0,3675072.0, Adventure,Sunshine ,308.0,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801.0,English,UK,"R
",26000000.0,2007.0,15.0,7.3,
Color,30842,91.0,18438149.0, Comedy,A Thousand Words ,70.0,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93.0,English,USA,"PG-13
",40000000.0,2012.0,59.0,5.9,
Color,2458,94.0,511920.0, Animation,Delgo ,41.0,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26.0,English,USA,"PG
",40000000.0,2008.0,211.0,4.4,
Color,28429,115.0,10640645.0, Action,The Gunman ,224.0,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110.0,English,USA,"R
",40000000.0,2015.0,84.0,5.8,
Color,20201,93.0,652526.0, Action,Alex Rider: Operation Stormbreaker ,66.0,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187.0,English,Germany,"PG
",40000000.0,2006.0,823.0,5.1,
Color,186982,105.0,80050171.0, Drama,Disturbia ,253.0,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491.0,English,USA,"PG-13
",20000000.0,2007.0,46.0,6.9,
Color,54650,107.0,7564000.0, Comedy,Hackers ,79.0,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223.0,English,USA,"PG-13
",20000000.0,1995.0,12.0,6.2,
Color,22010,101.0,876671.0, Adventure,The Hunting Party ,94.0,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90.0,English,USA,"R
",25000000.0,2007.0,11.0,6.9,
 Black and White,65474,111.0,2869369.0, Comedy,The Hudsucker Proxy ,77.0,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211.0,English,UK,"PG
",30000000.0,1994.0,28.0,7.3,
Color,22897,126.0,128978.0, Action,The Warlords ,106.0,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61.0,Mandarin,Hong Kong,"R
",40000000.0,2007.0,13.0,7.1,
Color,3322,112.0,77231.0, Drama,Nomad: The Warrior ,30.0,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32.0,Kazakh,France,"R
",25000000.0,2005.0,265.0,6.0,
Color,181472,126.0,4563029.0, Action,Snowpiercer ,488.0,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514.0,English,South Korea,"R
",39200000.0,2013.0,58.0,7.0,
Color,15790,90.0,, Animation,A Monster in Paris ,63.0,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40.0,French,France,"PG
",25000000.0,2011.0,32.0,6.8,
Color,3789,93.0,463730.0, Comedy,The Last Shot ,42.0,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39.0,English,USA,"R
",,2004.0,89.0,5.7,
Color,136580,102.0,50693162.0, Action,The Crow ,118.0,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,545.0,English,USA,"R
",23000000.0,1994.0,15.0,7.6,
Color,62756,159.0,6498000.0, Action,Baahubali: The Beginning ,44.0,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,410.0,Telugu,India,,18026148.0,2015.0,21.0,8.4,
Color,114925,107.0,63411478.0, Drama,The Time Traveler's Wife ,214.0,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234.0,English,USA,"PG-13
",39000000.0,2009.0,13.0,7.1,
Color,32412,102.0,42640890.0, Comedy,Because I Said So ,110.0,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184.0,English,USA,"PG-13
",,2007.0,15.0,5.6,
 Black and White,73886,87.0,35287788.0, Animation,Frankenweenie ,370.0,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165.0,English,USA,"PG
",39000000.0,2012.0,25.0,7.0,
Color,242599,119.0,25335935.0, Action,Serenity ,276.0,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,1594.0,English,USA,"PG-13
",40000000.0,2005.0,14.0,8.0,
Color,5917,111.0,5881504.0, Biography,Against the Ropes ,76.0,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50.0,English,USA,"PG-13
",39000000.0,2004.0,177.0,5.3,
Color,49934,125.0,60000000.0, Action,Superman III ,95.0,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224.0,English,UK,"PG
",39000000.0,1983.0,11.0,4.9,
Color,46480,113.0,29802761.0, Comedy,Grudge Match ,211.0,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115.0,English,USA,"PG-13
",40000000.0,2013.0,12.0,6.4,
Color,36894,148.0,626809.0, Action,Red Cliff ,160.0,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105.0,Mandarin,China,"R
",553632000.0,2008.0,62.0,7.4,
Color,83786,108.0,127214072.0, Comedy,Sweet Home Alabama ,97.0,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392.0,English,USA,"PG-13
",38000000.0,2002.0,32.0,6.1,
Color,163665,96.0,88915214.0, Comedy,The Ugly Truth ,174.0,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169.0,English,USA,"R
",38000000.0,2009.0,9.0,6.5,
Color,17810,93.0,30400000.0, Comedy,Sgt. Bilko ,23.0,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73.0,English,USA,"PG
",39000000.0,1996.0,478.0,5.7,
Color,44885,100.0,85570368.0, Action,Spy Kids 2: Island of Lost Dreams ,103.0,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107.0,English,USA,"PG
",38000000.0,2002.0,478.0,5.1,
Color,60504,118.0,75668868.0, Action,Star Trek: Generations ,98.0,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249.0,English,USA,"PG
",35000000.0,1994.0,16.0,6.6,
Color,24557,130.0,6594136.0, Action,The Grandmaster ,273.0,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111.0,Mandarin,Hong Kong,"PG-13
",38600000.0,2013.0,13.0,6.5,
Color,95367,120.0,58700247.0, Drama,Water for Elephants ,279.0,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260.0,English,USA,"PG-13
",38000000.0,2011.0,33.0,6.9,
Color,38383,60.0,, Comedy,3rd Rock from the Sun             ,22.0,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86.0,English,USA,"TV-PG
",,,32.0,7.8,
Color,2169,88.0,, Animation,Dragon Nest: Warriors' Dawn ,4.0,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18.0,English,China,,40000000.0,2014.0,19.0,6.4,
 Black and White,76016,146.0,50668906.0, Biography,The Hurricane ,65.0,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,265.0,English,USA,"R
",38000000.0,1999.0,51.0,7.6,
Color,30667,115.0,39177215.0, Crime,Enough ,98.0,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234.0,English,USA,"PG-13
",38000000.0,2002.0,29.0,5.6,
Color,44168,123.0,40334024.0, Comedy,Heartbreakers ,116.0,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216.0,English,USA,"PG-13
",35000000.0,2001.0,989.0,6.2,
Color,23473,94.0,71038190.0, Action,Paul Blart: Mall Cop 2 ,76.0,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123.0,English,USA,"PG
",30000000.0,2015.0,8.0,4.4,
Color,19686,102.0,24044532.0, Drama,Angel Eyes ,106.0,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180.0,English,USA,"R
",38000000.0,2001.0,689.0,5.6,
Color,8433,98.0,22770864.0, Comedy,Joe Somebody ,55.0,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85.0,English,USA,"PG
",38000000.0,2001.0,168.0,5.5,
Color,137722,133.0,18653746.0, Mystery,The Ninth Gate ,172.0,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638.0,English,Spain,"R
",38000000.0,1999.0,73.0,6.7,
Color,14066,118.0,17305211.0, Crime,Extreme Measures ,47.0,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75.0,English,USA,"R
",38000000.0,1996.0,352.0,6.1,
Color,34592,105.0,16991902.0, Drama,Rock Star ,107.0,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191.0,English,USA,"R
",57000000.0,2001.0,43.0,6.2,
Color,86955,110.0,47536959.0, Drama,Precious ,323.0,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275.0,English,USA,"R
",10000000.0,2009.0,12.0,7.3,
Color,17859,129.0,10300000.0, Adventure,White Squall ,37.0,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,89.0,English,USA,"PG-13
",38000000.0,1996.0,911.0,6.6,
Color,258078,109.0,13782838.0, Horror,The Thing ,297.0,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911.0,English,USA,"R
",15000000.0,1982.0,23.0,8.2,
Color,125305,119.0,41997790.0, Action,Riddick ,302.0,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343.0,English,USA,"R
",38000000.0,2013.0,39.0,6.4,
Color,9740,118.0,6482195.0, Crime,Switchback ,38.0,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,81.0,English,USA,"R
",37000000.0,1997.0,389.0,6.4,
Color,4757,90.0,623374.0, Action,Texas Rangers ,31.0,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67.0,English,USA,"PG-13
",38000000.0,2001.0,474.0,5.2,
Color,52908,90.0,7871693.0, Adventure,City of Ember ,118.0,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,102.0,English,USA,"PG
",55000000.0,2008.0,26.0,6.5,
Color,105144,144.0,16377274.0, Drama,The Master ,546.0,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,405.0,English,USA,"R
",32000000.0,2012.0,27.0,7.1,
Color,6691,97.0,, Adventure,Virgin Territory ,21.0,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,28.0,English,Italy,"R
",38000000.0,2007.0,366.0,4.8,
 Black and White,16673,130.0,9589875.0, Biography,The Express ,86.0,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,45.0,English,USA,"PG
",40000000.0,2008.0,18.0,7.3,
Color,55617,112.0,34912982.0, Action,The 5th Wave ,194.0,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266.0,English,USA,"PG-13
",38000000.0,2016.0,14.0,5.2,
Color,146708,133.0,109712885.0, Drama,Creed ,437.0,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,362.0,English,USA,"PG-13
",35000000.0,2015.0,70.0,7.7,
Color,280228,125.0,92173235.0, Crime,The Town ,378.0,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420.0,English,USA,"R
",37000000.0,2010.0,29.0,7.6,
Color,57266,110.0,41102171.0, Comedy,What to Expect When You're Expecting ,170.0,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89.0,English,USA,"PG-13
",40000000.0,2012.0,14.0,5.7,
Color,248468,96.0,60338891.0, Comedy,Burn After Reading ,341.0,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,545.0,English,USA,"R
",37000000.0,2008.0,89.0,7.0,
Color,28109,96.0,48006503.0, Adventure,Nim's Island ,139.0,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110.0,English,USA,"PG
",37000000.0,2008.0,11.0,6.0,
Color,312629,123.0,26903709.0, Action,Rush ,393.0,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475.0,English,UK,"R
",38000000.0,2013.0,83.0,8.1,
Color,241030,188.0,22450975.0, Drama,Magnolia ,224.0,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437.0,English,USA,"R
",37000000.0,1999.0,13.0,8.0,
Color,75347,107.0,44867349.0, Action,Cop Out ,203.0,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,176.0,English,USA,"R
",37000000.0,2010.0,45.0,5.6,
Color,39440,110.0,46813366.0, Comedy,How to Be Single ,148.0,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83.0,English,USA,"R
",38000000.0,2016.0,15.0,6.1,
Color,17948,113.0,72279690.0, Drama,Dolphin Tale ,131.0,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86.0,English,USA,"PG
",37000000.0,2011.0,99.0,6.9,
Color,348007,122.0,191449475.0, Drama,Twilight ,350.0,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535.0,English,USA,"PG-13
",37000000.0,2008.0,19.0,5.2,
Color,98899,116.0,71026631.0, Crime,John Q ,129.0,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,394.0,English,USA,"PG-13
",36000000.0,2002.0,59.0,7.0,
Color,60572,93.0,68208190.0, Action,Blue Streak ,40.0,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,144.0,English,USA,"PG-13
",65000000.0,1999.0,12.0,6.3,
Color,316671,110.0,150368971.0, Comedy,We're the Millers ,289.0,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,301.0,English,USA,"R
",37000000.0,2013.0,35.0,7.0,
Color,4387,115.0,, Action,Obitaemyy ostrov ,14.0,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,21.0,Russian,Russia,,29500000.0,2009.0,240.0,5.3,
Color,38399,93.0,50129186.0, Action,Breakdown ,72.0,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,218.0,English,USA,"R
",36000000.0,1997.0,12.0,6.9,
Color,48636,134.0,55500000.0, Action,Never Say Never Again ,89.0,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,214.0,English,UK,"PG
",36000000.0,1983.0,14.0,6.2,
Color,139184,101.0,50213619.0, Comedy,Hot Tub Time Machine ,265.0,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,243.0,English,USA,"R
",36000000.0,2010.0,12.0,6.4,
Color,6069,107.0,42019483.0, Drama,Dolphin Tale 2 ,54.0,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,33.0,English,USA,"PG
",36000000.0,2014.0,35.0,6.4,
Color,31113,104.0,23360779.0, Action,Reindeer Games ,126.0,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,212.0,English,USA,"R
",34000000.0,2000.0,852.0,5.7,
Color,38348,109.0,26183197.0, Action,A Man Apart ,110.0,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,135.0,English,USA,"R
",36000000.0,2003.0,12.0,6.1,
Color,39778,105.0,20991497.0, Comedy,Aloha ,138.0,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172.0,English,USA,"PG-13
",37000000.0,2015.0,11.0,5.4,
Color,8531,130.0,13052741.0, Drama,Ghosts of Mississippi ,31.0,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,57.0,English,USA,"PG-13
",36000000.0,1996.0,591.0,6.7,
Color,12375,127.0,14378353.0, Drama,Snow Falling on Cedars ,95.0,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,194.0,English,USA,"PG-13
",36000000.0,1999.0,846.0,6.8,
Color,75864,114.0,33037754.0, Drama,The Rite ,267.0,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,197.0,English,USA,"PG-13
",37000000.0,2011.0,23.0,6.0,
Color,220591,106.0,12339633.0, Drama,Gattaca ,175.0,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,641.0,English,USA,"PG-13
",36000000.0,1997.0,17.0,7.8,
Color,1977,95.0,2954405.0, Biography,Isn't She Great ,63.0,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64.0,English,USA,"R
",36000000.0,2000.0,133.0,5.3,
Color,8860,81.0,30105968.0, Animation,Space Chimps ,85.0,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,45.0,English,USA,"G
",37000000.0,2008.0,279.0,4.5,
Color,15046,95.0,37788228.0, Comedy,Head of State ,44.0,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,80.0,English,USA,"PG-13
",35200000.0,2003.0,638.0,5.4,
Color,583341,100.0,277313371.0, Comedy,The Hangover ,334.0,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,626.0,English,USA,"R
",35000000.0,2009.0,24.0,7.8,
Color,21912,105.0,2126511.0, Action,Ip Man 3 ,78.0,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,45.0,Cantonese,Hong Kong,"PG-13
",36000000.0,2015.0,12.0,7.2,
Color,181225,95.0,205399422.0, Action,Austin Powers: The Spy Who Shagged Me ,199.0,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,784.0,English,USA,"PG-13
",33000000.0,1999.0,16.0,6.6,
Color,269033,126.0,251188924.0, Action,Batman ,186.0,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817.0,English,USA,"PG-13
",35000000.0,1989.0,12.0,7.6,
Color,3865,122.0,1068392.0, Biography,There Be Dragons ,77.0,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,53.0,English,Spain,"PG-13
",36000000.0,2011.0,2.0,5.9,
Color,128010,118.0,144731527.0, Action,Lethal Weapon 3 ,68.0,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,136.0,English,USA,"R
",35000000.0,1992.0,13.0,6.7,
Color,223127,129.0,255950375.0, Biography,The Blind Side ,261.0,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,420.0,English,USA,"PG-13
",29000000.0,2009.0,38.0,7.7,
Color,2185,43.0,, Action,Rush Hour             ,5.0,http://www.imdb.com/title/tt4085584/?ref_=fn_tt_tt_1,30.0,English,USA,"TV-14
",,,14.0,5.8,
Color,84325,88.0,112692062.0, Action,Spy Kids ,122.0,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,205.0,English,USA,"PG
",35000000.0,2001.0,11.0,5.4,
Color,353442,98.0,117528646.0, Comedy,Horrible Bosses ,340.0,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,387.0,English,USA,"R
",35000000.0,2011.0,31.0,6.9,
Color,240962,110.0,171031347.0, Adventure,True Grit ,493.0,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,724.0,English,USA,"PG-13
",38000000.0,2010.0,36.0,7.7,
Color,286178,109.0,124732962.0, Comedy,The Devil Wears Prada ,208.0,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1,631.0,English,USA,"PG-13
",35000000.0,2006.0,94.0,6.8,
Color,63330,132.0,82300000.0, Adventure,Star Trek: The Motion Picture ,134.0,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,405.0,English,USA,"PG
",35000000.0,1979.0,42.0,6.4,
Color,97664,111.0,134455175.0, Comedy,Identity Thief ,275.0,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1,232.0,English,USA,"R
",35000000.0,2013.0,17.0,5.7,
